ID_Uzorka;Dubina_Busenja_cm;Temp_Tla_C;pH_Vrijednost;H2O_Postotak;Metan_Senzor;Organske_Molekule
17968;1.7;-65.8;7.84;0.02;Negativno;Ne
17969;0.6;-67.2;7.52;0.35;Negativno;Ne
17970;4.4;-67.9;9.77;0.11;Negativno;Ne
17971;0.4;-67.1;8.2;0.37;Negativno;Ne
17972;10.3;-35.6;5.95;0.25;Negativno;Ne
17973;0.6;-53.1;12.28;0.89;Negativno;Ne
17974;0.2;-65.3;4.5;0.64;Negativno;Ne
17975;1.4;-58.7;8.8;0.91;Negativno;Ne
17976;1.7;-57.6;4.74;0.76;Negativno;Ne
17977;1.2;-52.2;4.81;0.23;Negativno;Ne
17978;14.4;-57.8;3.99;0.18;Negativno;Ne
17979;2.5;-55.8;4.52;0.04;Negativno;Ne
17980;4.4;-56.9;8.15;0.06;Negativno;Ne
17981;10.6;-50.5;7.42;0.68;Negativno;Ne
17982;0.9;-65.7;9.86;0.9;Negativno;Ne
17983;4.0;-61.2;10.14;0.47;Negativno;Ne
17984;2.9;-55.3;10.03;0.05;Negativno;Ne
17985;8.4;-47.4;8.22;0.33;Negativno;Ne
17986;9.5;-61.8;7.99;0.5;Negativno;Ne
17987;4.6;-48.7;7.16;0.4;Negativno;Ne
17988;4.9;-39.2;9.97;0.34;Negativno;Ne
17989;6.8;-45.8;7.64;0.07;Negativno;Ne
17990;23.3;-59.3;7.74;0.85;Negativno;Ne
17991;3.6;-63.6;7.02;0.09;Negativno;Ne
17992;5.8;-47.9;8.45;0.48;Negativno;Ne
17993;5.7;-62.9;7.45;0.08;Negativno;Ne
17994;24.8;-56.1;6.68;0.06;Negativno;Ne
17995;10.4;-51.2;4.47;0.09;Negativno;Ne
17996;0.3;-58.9;9.13;0.37;Negativno;Ne
17997;4.0;-53.8;9.35;0.47;Negativno;Ne
17998;1.4;-53.7;4.78;0.48;Negativno;Ne
17999;0.0;-65.9;7.52;1.28;Negativno;Ne
18000;3.8;-61.4;8.54;0.19;Negativno;Ne
18001;5.2;-57.8;5.17;0.51;Negativno;Ne
18002;19.9;-73.8;3.89;0.5;Negativno;Ne
18003;0.4;-54.2;8.35;1.25;Negativno;Ne
18004;4.2;-62.3;11.88;0.47;Negativno;Ne
18005;0.8;-77.5;6.14;0.73;Negativno;Ne
18006;0.7;-77.8;8.09;0.18;Negativno;Ne
18007;13.8;-64.2;5.61;1.08;Negativno;Ne
18008;6.8;-58.2;10.01;0.11;Negativno;Ne
18009;2.7;-54.8;8.66;0.57;Negativno;Ne
18010;4.0;-66.8;10.78;0.67;Negativno;Ne
18011;2.8;-51.3;6.2;0.39;Negativno;Ne
18012;1.1;-60.8;3.04;0.94;Negativno;Ne
18013;0.4;-54.0;4.11;0.28;Negativno;Ne
18014;1.7;-56.8;8.66;0.77;Negativno;Ne
18015;4.9;-50.2;7.66;0.07;Negativno;Ne
18016;1.7;-73.7;6.14;0.02;Negativno;Ne
18017;20.9;-53.2;4.78;0.87;Negativno;Ne
18018;0.5;-72.1;4.29;1.12;Negativno;Ne
18019;2.8;-48.6;4.67;0.5;Negativno;Ne
18020;6.3;-44.0;8.76;0.55;Negativno;Ne
18021;4.4;-47.4;4.94;0.35;Negativno;Ne
18022;18.1;-34.0;9.59;0.28;Negativno;Ne
18023;30.1;-53.7;9.71;0.7;Pozitivno;Ne
18024;9.3;-71.0;4.92;0.07;Negativno;Ne
18025;13.8;-60.3;7.88;1.03;Negativno;Ne
18026;25.1;-61.3;8.99;0.25;Negativno;Ne
18027;0.7;-58.2;6.21;0.37;Negativno;Ne
18028;6.0;-58.3;0.85;0.7;Negativno;Ne
18029;4.3;-79.1;8.99;0.75;Negativno;Ne
18030;4.7;-43.4;5.18;0.35;Negativno;Ne
18031;0.1;-44.8;7.71;0.07;Negativno;Ne
18032;3.4;-67.0;7.56;0.45;Negativno;Ne
18033;6.0;-59.3;8.09;0.45;Negativno;Ne
18034;1.2;-64.3;4.37;0.23;Negativno;Ne
18035;6.8;-51.4;7.64;1.16;Negativno;Ne
18036;0.4;-51.7;4.96;0.58;Negativno;Ne
18037;4.3;-55.1;4.36;0.25;Negativno;Ne
18038;1.2;-55.6;8.42;0.51;Negativno;Ne
18039;1.9;-72.6;9.64;0.08;Negativno;Ne
18040;7.9;-48.9;8.6;0.41;Negativno;Ne
18041;1.1;-54.6;5.13;1.73;Negativno;Ne
18042;3.8;-68.8;11.58;0.15;Negativno;Ne
18043;3.2;-84.9;8.79;1.02;Negativno;Ne
18044;3.6;-67.7;10.33;0.18;Negativno;Ne
18045;0.6;-61.3;9.3;0.19;Negativno;Ne
18046;12.4;-55.4;5.86;0.61;Negativno;Ne
18047;1.1;-30.6;5.61;0.55;Negativno;Ne
18048;28.5;-75.4;3.6;0.74;Negativno;Ne
18049;2.5;-77.9;4.94;0.45;Negativno;Ne
18050;0.3;-66.9;9.68;0.71;Negativno;Ne
18051;0.7;-62.3;8.4;0.02;Negativno;Ne
18052;5.0;-56.5;9.18;0.74;Negativno;Ne
18053;2.3;-61.7;5.87;1.83;Negativno;Ne
18054;4.3;-78.7;7.78;0.25;Negativno;Ne
18055;6.1;-76.4;5.85;0.53;Negativno;Ne
18056;10.3;-43.1;7.77;0.29;Negativno;Ne
18057;0.9;-51.7;10.61;0.59;Negativno;Ne
18058;2.8;-45.8;7.4;1.45;Negativno;Ne
18059;23.2;-47.9;6.44;0.83;Negativno;Ne
18060;1.0;-65.2;5.11;0.58;Negativno;Ne
18061;0.6;-49.1;3.47;0.57;Negativno;Ne
18062;0.1;-59.8;9.45;0.38;Negativno;Ne
18063;14.1;-52.5;8.94;1.05;Negativno;Ne
18064;3.0;-58.5;8.44;0.28;Negativno;Ne
18065;6.1;-72.1;8.11;0.31;Negativno;Ne
18066;0.5;-57.2;11.3;0.4;Pozitivno;Ne
18067;1.0;-75.7;10.23;0.05;Negativno;Ne
18068;0.9;-62.1;6.24;0.11;Negativno;Ne
18069;14.5;-65.9;4.7;0.48;Negativno;Ne
18070;1.7;-63.3;6.34;0.61;Negativno;Ne
18071;3.0;-43.0;7.99;0.42;Negativno;Ne
18072;0.6;-70.3;7.33;1.08;Negativno;Ne
18073;0.1;-61.0;6.52;0.43;Negativno;Ne
18074;4.0;-47.8;6.58;0.14;Negativno;Ne
18075;1.2;-38.8;6.06;0.11;Negativno;Ne
18076;31.2;-52.0;8.0;1.02;Negativno;Ne
18077;0.7;-58.5;8.5;1.67;Negativno;Ne
18078;0.7;-58.0;8.2;0.26;Negativno;Ne
18079;0.2;-40.0;6.3;0.94;Negativno;Ne
18080;5.7;-59.4;5.58;0.85;Negativno;Ne
18081;3.8;-61.5;2.79;0.19;Negativno;Ne
18082;2.7;-54.7;4.28;0.95;Negativno;Ne
18083;0.6;-67.3;8.58;0.03;Negativno;Ne
18084;1.5;-58.9;6.82;0.08;Negativno;Ne
18085;2.9;-44.8;9.48;0.29;Negativno;Ne
18086;11.7;-60.3;7.95;0.1;Negativno;Ne
18087;9.3;-61.3;7.58;0.87;Negativno;Ne
18088;4.6;-75.8;10.62;0.49;Negativno;Ne
18089;9.0;-59.3;8.42;0.58;Negativno;Ne
18090;0.5;-44.8;7.15;0.25;Negativno;Ne
18091;6.9;-50.8;8.01;0.2;Negativno;Ne
18092;5.6;-46.2;12.0;2.12;Pozitivno;Ne
18093;7.2;-65.3;7.25;0.18;Negativno;Ne
18094;0.2;-65.4;4.31;1.04;Negativno;Ne
18095;12.3;-64.9;9.98;0.56;Negativno;Ne
18096;1.2;-69.5;7.47;0.86;Negativno;Ne
18097;21.6;-55.8;6.01;0.11;Negativno;Ne
18098;1.4;-64.4;7.76;0.29;Negativno;Ne
18099;1.1;-50.3;6.55;0.6;Negativno;Ne
18100;4.4;-58.7;7.36;0.11;Negativno;Ne
18101;7.5;-73.9;7.04;0.6;Negativno;Ne
18102;9.2;-64.6;4.78;0.81;Negativno;Ne
18103;6.3;-50.7;5.24;0.39;Negativno;Ne
18104;0.5;-48.3;8.79;0.78;Negativno;Ne
18105;3.5;-69.7;8.52;0.73;Negativno;Ne
18106;2.6;-56.8;5.46;0.41;Negativno;Ne
18107;1.7;-60.4;7.31;0.36;Negativno;Ne
18108;0.0;-46.0;7.68;1.96;Negativno;Ne
18109;6.3;-63.1;7.04;0.43;Negativno;Ne
18110;0.2;-66.1;8.49;0.21;Negativno;Ne
18111;10.9;-60.6;8.55;0.5;Negativno;Ne
18112;1.3;-56.1;9.42;0.33;Negativno;Ne
18113;9.9;-59.8;4.32;0.18;Negativno;Ne
18114;4.9;-68.1;4.89;1.14;Negativno;Ne
18115;2.7;-47.2;6.09;0.11;Negativno;Ne
18116;3.7;-67.8;7.37;0.48;Negativno;Ne
18117;8.2;-73.7;4.0;1.18;Negativno;Ne
18118;6.6;-37.3;6.13;1.23;Negativno;Ne
18119;12.7;-42.9;7.53;1.4;Negativno;Ne
18120;2.2;-74.1;4.38;0.97;Negativno;Ne
18121;4.7;-55.9;8.76;0.38;Negativno;Ne
18122;2.0;-55.6;6.12;0.99;Negativno;Ne
18123;1.0;-57.7;1.93;0.59;Pozitivno;Ne
18124;1.5;-69.8;7.02;1.36;Negativno;Ne
18125;6.1;-46.2;9.22;0.25;Negativno;Ne
18126;5.6;-58.6;6.31;1.45;Negativno;Ne
18127;1.2;-71.2;8.24;1.12;Negativno;Ne
18128;9.0;-62.6;9.51;0.2;Negativno;Ne
18129;4.4;-44.0;7.11;0.46;Negativno;Ne
18130;13.0;-60.2;7.08;0.52;Negativno;Ne
18131;3.6;-52.5;6.67;0.77;Negativno;Ne
18132;10.0;-38.4;7.76;0.06;Negativno;Ne
18133;2.6;-62.8;5.37;0.03;Negativno;Ne
18134;2.7;-55.3;9.29;0.02;Negativno;Ne
18135;1.9;-53.4;10.7;0.14;Negativno;Ne
18136;4.6;-48.8;5.53;0.17;Negativno;Ne
18137;6.2;-55.7;7.3;0.1;Negativno;Ne
18138;25.3;-70.8;6.62;0.02;Negativno;Ne
18139;0.7;-59.7;4.26;0.24;Negativno;Ne
18140;4.4;-56.9;6.94;0.03;Negativno;Ne
18141;0.5;-73.2;3.08;0.77;Negativno;Ne
18142;0.6;-58.1;4.18;0.01;Pozitivno;Ne
18143;0.2;-71.6;8.48;0.23;Negativno;Ne
18144;5.0;-52.0;5.61;0.3;Negativno;Ne
18145;0.4;-62.1;9.08;0.11;Negativno;Ne
18146;0.6;-52.5;5.83;2.14;Negativno;Ne
18147;2.5;-57.5;9.54;0.81;Negativno;Ne
18148;0.9;-45.4;7.1;0.97;Negativno;Ne
18149;4.7;-60.0;5.8;0.76;Negativno;Ne
18150;5.4;-62.6;9.58;1.45;Negativno;Ne
18151;0.9;-45.1;7.86;0.11;Negativno;Ne
18152;1.1;-55.3;7.34;0.52;Negativno;Ne
18153;4.0;-67.4;8.0;0.01;Negativno;Ne
18154;6.6;-55.6;6.45;0.62;Negativno;Ne
18155;13.9;-73.6;6.49;0.13;Negativno;Ne
18156;0.4;-76.2;11.08;0.48;Negativno;Ne
18157;1.7;-54.7;3.25;0.13;Negativno;Ne
18158;2.7;-56.2;5.83;0.0;Negativno;Ne
18159;0.7;-59.0;5.11;0.93;Negativno;Ne
18160;3.4;-59.2;9.35;0.07;Negativno;Ne
18161;4.2;-45.7;7.81;0.04;Negativno;Ne
18162;5.5;-75.2;6.95;0.75;Negativno;Ne
18163;3.2;-61.2;7.58;0.29;Negativno;Ne
18164;11.5;-65.5;8.53;0.03;Negativno;Ne
18165;8.6;-61.2;5.69;0.47;Negativno;Ne
18166;1.8;-68.7;6.43;0.4;Negativno;Ne
18167;10.8;-43.4;6.58;1.79;Negativno;Ne
18168;7.7;-54.7;9.89;0.14;Negativno;Ne
18169;1.0;-53.9;4.85;0.72;Negativno;Ne
18170;0.0;-63.8;9.2;1.27;Negativno;Ne
18171;6.8;-65.5;5.12;1.03;Negativno;Ne
18172;6.9;-58.5;8.26;0.94;Negativno;Ne
18173;15.4;-43.9;6.6;0.18;Negativno;Ne
18174;2.3;-56.8;5.88;0.17;Negativno;Ne
18175;3.1;-49.6;6.68;0.57;Negativno;Ne
18176;3.9;-30.7;10.86;1.91;Negativno;Ne
18177;0.2;-77.9;4.69;0.14;Negativno;Ne
18178;1.0;-58.3;4.96;0.03;Negativno;Ne
18179;4.0;-69.6;7.36;0.24;Negativno;Ne
18180;7.6;-74.9;7.73;0.2;Negativno;Ne
18181;8.5;-75.2;8.23;0.71;Negativno;Ne
18182;3.0;-81.7;4.08;0.18;Negativno;Ne
18183;3.3;-60.8;7.24;0.03;Negativno;Ne
18184;0.6;-58.0;5.9;1.06;Negativno;Ne
18185;1.2;-51.5;8.3;0.19;Negativno;Ne
18186;14.6;-64.3;5.21;0.23;Negativno;Ne
18187;1.5;-65.1;6.9;1.31;Negativno;Ne
18188;7.7;-62.2;6.87;0.53;Negativno;Ne
18189;0.4;-68.4;5.5;0.31;Negativno;Ne
18190;8.5;-60.2;8.3;0.05;Negativno;Ne
18191;7.8;-54.6;3.44;1.02;Negativno;Ne
18192;0.5;-49.2;8.08;0.08;Negativno;Ne
18193;1.2;-63.4;11.14;0.23;Negativno;Ne
18194;3.5;-69.3;7.78;1.37;Negativno;Ne
18195;0.0;-48.9;5.47;0.56;Negativno;Ne
18196;8.8;-57.1;5.49;0.55;Negativno;Ne
18197;3.5;-57.4;8.14;0.56;Negativno;Ne
18198;1.2;-73.4;9.66;0.16;Negativno;Ne
18199;0.4;-67.9;8.3;0.05;Negativno;Ne
18200;15.4;-59.4;6.22;0.31;Negativno;Ne
18201;3.7;-52.0;7.2;1.89;Negativno;Ne
18202;16.7;-74.8;4.74;0.11;Negativno;Ne
18203;7.9;-59.4;10.78;0.01;Negativno;Ne
18204;3.1;-65.7;7.65;0.81;Negativno;Ne
18205;3.8;-57.0;4.39;0.08;Negativno;Ne
18206;0.4;-44.7;5.18;0.31;Negativno;Ne
18207;5.7;-67.0;8.9;0.47;Negativno;Ne
18208;1.2;-59.3;6.4;1.29;Negativno;Ne
18209;0.8;-57.2;6.06;0.01;Negativno;Ne
18210;6.3;-46.9;11.42;0.28;Negativno;Ne
18211;2.8;-61.2;6.69;0.21;Negativno;Ne
18212;17.2;-77.7;6.71;0.18;Negativno;Ne
18213;6.2;-51.8;6.93;0.45;Negativno;Ne
18214;13.5;-61.4;9.04;1.51;Negativno;Ne
18215;0.9;-71.1;6.4;1.12;Negativno;Ne
18216;0.3;-80.6;9.07;0.75;Negativno;Ne
18217;3.2;-54.1;7.43;0.03;Negativno;Ne
18218;7.3;-79.2;9.99;0.92;Negativno;Ne
18219;3.1;-68.2;8.71;0.02;Negativno;Ne
18220;5.6;-72.3;6.32;0.64;Negativno;Ne
18221;2.8;-65.6;6.69;0.83;Negativno;Ne
18222;6.0;-69.9;9.15;0.21;Negativno;Ne
18223;5.6;-48.3;9.94;0.19;Negativno;Ne
18224;1.7;-74.5;6.0;0.0;Negativno;Ne
18225;7.0;-61.6;2.82;0.26;Negativno;Ne
18226;6.0;-63.2;3.25;0.61;Negativno;Ne
18227;0.1;-44.0;6.23;0.31;Negativno;Ne
18228;2.0;-65.0;9.72;0.47;Negativno;Ne
18229;15.0;-72.7;12.29;0.09;Negativno;Ne
18230;1.0;-63.8;9.69;0.17;Negativno;Ne
18231;7.5;-71.4;7.93;0.77;Negativno;Ne
18232;2.1;-67.9;5.17;0.13;Negativno;Ne
18233;5.1;-57.7;4.79;0.29;Negativno;Ne
18234;11.0;-68.4;5.45;0.31;Negativno;Ne
18235;2.7;-65.2;5.2;0.86;Negativno;Ne
18236;1.6;-59.3;8.31;1.28;Negativno;Ne
18237;4.8;-54.4;7.27;0.45;Negativno;Ne
18238;1.4;-60.9;5.63;1.85;Negativno;Ne
18239;1.1;-64.7;6.31;0.7;Negativno;Ne
18240;2.6;-56.4;9.24;0.25;Negativno;Ne
18241;7.2;-45.8;4.08;0.14;Negativno;Ne
18242;1.5;-54.7;3.68;0.14;Negativno;Ne
18243;4.8;-55.8;8.43;0.28;Negativno;Ne
18244;13.5;-53.7;10.77;0.26;Negativno;Ne
18245;13.1;-72.8;8.52;0.36;Negativno;Ne
18246;2.7;-55.7;4.44;0.0;Negativno;Ne
18247;5.9;-46.1;6.81;0.39;Negativno;Ne
18248;0.3;-46.9;5.12;0.52;Negativno;Ne
18249;4.3;-76.9;5.33;0.31;Negativno;Ne
18250;0.1;-49.9;6.13;1.05;Negativno;Ne
18251;4.9;-58.6;5.86;0.37;Negativno;Ne
18252;0.8;-56.3;7.7;0.34;Negativno;Ne
18253;1.6;-55.5;4.91;0.33;Negativno;Ne
18254;0.0;-55.0;7.55;0.26;Negativno;Ne
18255;13.0;-55.3;7.4;0.08;Negativno;Ne
18256;6.0;-69.8;8.77;0.63;Negativno;Ne
18257;1.8;-67.9;5.01;0.04;Negativno;Ne
18258;4.5;-86.2;5.9;0.1;Negativno;Ne
18259;10.8;-50.2;8.62;0.95;Negativno;Ne
18260;3.2;-74.2;4.62;0.41;Negativno;Ne
18261;2.0;-73.8;8.34;0.15;Negativno;Ne
18262;4.6;-68.0;9.36;0.8;Negativno;Ne
18263;1.3;-65.8;7.08;0.79;Negativno;Ne
18264;9.5;-69.9;4.82;0.27;Negativno;Ne
18265;1.5;-77.6;7.89;0.44;Negativno;Ne
18266;1.8;-69.0;1.57;0.27;Negativno;Ne
18267;17.2;-63.9;5.98;0.58;Negativno;Ne
18268;0.5;-51.0;8.19;3.54;Negativno;Ne
18269;0.9;-70.1;5.51;0.09;Negativno;Ne
18270;7.5;-43.0;6.25;0.0;Negativno;Ne
18271;4.3;-63.9;6.47;0.07;Negativno;Ne
18272;5.5;-45.7;6.79;0.76;Negativno;Ne
18273;3.4;-58.2;6.44;0.14;Negativno;Ne
18274;0.3;-51.7;4.73;0.24;Negativno;Ne
18275;3.5;-55.5;6.9;0.15;Negativno;Ne
18276;0.8;-52.8;5.35;2.34;Negativno;Ne
18277;0.0;-55.7;5.33;0.17;Negativno;Ne
18278;2.0;-63.4;8.53;0.22;Negativno;Ne
18279;1.3;-63.4;5.6;1.39;Negativno;Ne
18280;2.6;-63.1;7.56;0.43;Negativno;Ne
18281;10.6;-54.2;7.87;0.16;Negativno;Ne
18282;2.4;-67.3;4.67;0.11;Negativno;Ne
18283;0.9;-58.6;10.77;1.4;Negativno;Ne
18284;10.3;-52.8;7.2;0.33;Negativno;Ne
18285;0.9;-55.4;5.73;0.09;Negativno;Ne
18286;12.0;-52.3;5.56;0.15;Negativno;Ne
18287;5.2;-44.1;7.19;0.96;Negativno;Ne
18288;11.3;-48.7;8.07;0.12;Negativno;Ne
18289;7.1;-72.7;10.4;0.52;Negativno;Ne
18290;0.4;-61.2;7.03;0.48;Negativno;Ne
18291;0.7;-52.6;7.13;0.03;Negativno;Ne
18292;3.9;-53.5;6.72;1.62;Negativno;Ne
18293;0.6;-56.2;7.05;0.32;Negativno;Ne
18294;5.2;-63.3;7.54;0.64;Negativno;Ne
18295;3.1;-41.9;4.94;1.11;Negativno;Ne
18296;0.7;-51.5;6.23;0.5;Negativno;Ne
18297;11.1;-60.5;7.79;0.2;Negativno;Ne
18298;5.9;-50.2;7.61;0.57;Negativno;Ne
18299;3.6;-45.2;7.47;0.2;Negativno;Ne
18300;12.4;-66.5;6.99;0.02;Negativno;Ne
18301;6.0;-64.0;6.27;0.35;Negativno;Ne
18302;0.7;-73.5;2.4;0.14;Negativno;Ne
18303;0.4;-60.7;6.67;0.02;Negativno;Ne
18304;8.7;-40.9;5.52;0.46;Negativno;Ne
18305;7.1;-66.1;7.75;0.37;Negativno;Ne
18306;5.5;-67.0;11.03;0.87;Negativno;Ne
18307;4.2;-53.5;5.56;0.11;Negativno;Ne
18308;2.4;-49.2;1.64;0.3;Negativno;Ne
18309;0.0;-65.6;7.5;0.48;Negativno;Ne
18310;1.2;-64.8;4.56;0.46;Negativno;Ne
18311;9.7;-78.6;10.03;0.28;Negativno;Ne
18312;0.1;-65.1;6.57;0.37;Negativno;Ne
18313;3.2;-67.1;8.38;1.49;Negativno;Ne
18314;2.4;-68.1;7.98;0.36;Negativno;Ne
18315;5.2;-68.1;7.41;0.02;Negativno;Ne
18316;12.2;-51.6;5.93;0.74;Negativno;Ne
18317;2.8;-63.2;6.32;0.34;Negativno;Ne
18318;2.1;-67.5;5.52;0.11;Negativno;Ne
18319;0.8;-59.8;7.87;0.07;Negativno;Ne
18320;0.9;-77.4;10.11;0.1;Negativno;Ne
18321;3.9;-60.1;7.19;0.3;Negativno;Ne
18322;7.3;-76.9;5.98;0.95;Negativno;Ne
18323;2.0;-52.6;6.83;0.54;Negativno;Ne
18324;7.1;-56.7;9.09;0.15;Negativno;Ne
18325;5.4;-54.5;7.66;0.13;Negativno;Ne
18326;7.2;-52.1;7.82;0.39;Negativno;Ne
18327;10.2;-47.1;8.21;0.25;Negativno;Ne
18328;3.7;-58.7;7.03;0.63;Negativno;Ne
18329;2.3;-67.0;4.34;0.11;Negativno;Ne
18330;0.4;-63.5;9.85;0.18;Negativno;Ne
18331;4.2;-53.1;4.95;0.12;Negativno;Ne
18332;3.5;-47.9;7.05;0.28;Negativno;Ne
18333;2.5;-54.2;6.06;0.13;Negativno;Ne
18334;7.4;-58.7;6.59;1.14;Negativno;Ne
18335;1.4;-55.3;6.56;0.4;Negativno;Ne
18336;10.9;-74.8;10.58;0.19;Negativno;Ne
18337;4.0;-52.7;7.83;0.01;Negativno;Ne
18338;0.4;-58.5;7.23;0.29;Negativno;Ne
18339;9.2;-59.3;11.26;0.02;Negativno;Ne
18340;9.8;-69.7;3.91;0.11;Negativno;Ne
18341;0.0;-45.9;9.98;0.36;Negativno;Ne
18342;4.2;-48.6;8.25;0.07;Negativno;Ne
18343;3.1;-59.1;7.49;1.2;Negativno;Ne
18344;1.4;-62.3;9.39;0.02;Negativno;Ne
18345;5.1;-64.7;8.96;0.21;Negativno;Ne
18346;3.5;-43.3;10.77;0.76;Negativno;Ne
18347;4.1;-76.2;6.86;0.46;Negativno;Ne
18348;3.8;-64.2;8.32;0.27;Negativno;Ne
18349;11.8;-83.0;4.96;1.09;Negativno;Ne
18350;6.2;-56.8;6.4;0.65;Negativno;Ne
18351;1.5;-48.6;5.06;0.09;Negativno;Ne
18352;3.9;-47.7;5.09;1.39;Negativno;Ne
18353;4.7;-57.9;6.89;0.48;Negativno;Ne
18354;6.4;-45.4;11.17;0.1;Negativno;Ne
18355;4.8;-40.5;6.4;0.08;Negativno;Ne
18356;1.3;-60.2;7.96;0.16;Negativno;Ne
18357;1.6;-52.0;3.7;1.0;Negativno;Ne
18358;4.2;-48.7;3.72;0.4;Negativno;Ne
18359;3.8;-58.6;8.16;0.3;Negativno;Ne
18360;4.1;-63.7;7.41;0.24;Negativno;Ne
18361;3.1;-66.0;5.85;0.16;Negativno;Ne
18362;0.3;-75.1;11.1;0.18;Negativno;Ne
18363;4.9;-64.2;4.89;2.08;Negativno;Ne
18364;1.0;-50.1;8.13;0.21;Negativno;Ne
18365;3.1;-59.3;5.81;0.1;Negativno;Ne
18366;15.3;-57.7;4.79;0.81;Negativno;Ne
18367;0.0;-69.0;5.02;0.32;Negativno;Ne
18368;4.3;-55.6;7.27;0.46;Negativno;Ne
18369;1.6;-57.0;7.39;0.56;Negativno;Ne
18370;6.5;-56.8;6.59;0.25;Negativno;Ne
18371;10.8;-72.5;12.19;0.48;Negativno;Ne
18372;7.8;-64.0;7.65;0.84;Negativno;Ne
18373;7.3;-62.0;11.69;0.1;Negativno;Ne
18374;13.5;-71.0;9.25;0.97;Negativno;Ne
18375;1.7;-62.1;6.24;0.08;Negativno;Ne
18376;11.0;-71.0;8.52;0.64;Negativno;Ne
18377;8.3;-43.4;6.33;0.16;Negativno;Ne
18378;9.1;-54.5;11.78;0.2;Negativno;Ne
18379;4.5;-65.4;8.9;0.03;Negativno;Ne
18380;2.6;-46.0;3.91;0.38;Negativno;Ne
18381;10.5;-67.1;8.96;0.03;Negativno;Ne
18382;20.3;-63.5;7.39;0.65;Negativno;Ne
18383;8.2;-52.3;7.24;0.12;Negativno;Ne
18384;10.7;-81.8;8.72;0.7;Negativno;Ne
18385;13.8;-74.2;6.23;1.04;Negativno;Ne
18386;1.9;-59.5;5.29;0.23;Negativno;Ne
18387;3.5;-71.7;5.34;0.34;Negativno;Ne
18388;2.5;-61.2;6.91;0.93;Negativno;Ne
18389;8.0;-64.6;6.42;0.36;Negativno;Ne
18390;0.2;-75.1;7.08;1.0;Negativno;Ne
18391;5.6;-66.4;7.34;0.34;Negativno;Ne
18392;9.8;-61.3;8.03;0.05;Negativno;Ne
18393;4.8;-65.1;9.01;0.62;Negativno;Ne
18394;0.9;-21.0;7.87;0.12;Negativno;Ne
18395;2.7;-73.4;6.89;0.25;Negativno;Ne
18396;2.2;-50.5;7.47;0.32;Negativno;Ne
18397;0.8;-63.9;5.51;0.52;Negativno;Ne
18398;3.2;-70.1;5.5;0.25;Negativno;Ne
18399;3.2;-60.7;10.36;0.4;Negativno;Ne
18400;0.6;-63.8;7.06;0.08;Negativno;Ne
18401;7.8;-56.6;4.57;0.4;Negativno;Ne
18402;9.2;-67.8;5.45;0.12;Negativno;Ne
18403;0.6;-52.8;5.7;0.26;Negativno;Ne
18404;0.2;-57.7;4.66;0.31;Negativno;Ne
18405;2.6;-53.2;3.49;0.09;Negativno;Ne
18406;12.8;-69.0;6.09;0.34;Negativno;Ne
18407;2.6;-54.7;2.17;0.0;Negativno;Ne
18408;0.7;-56.1;7.78;0.36;Negativno;Ne
18409;4.2;-70.3;5.05;0.32;Negativno;Ne
18410;0.4;-53.9;12.11;0.5;Negativno;Ne
18411;2.9;-55.8;5.57;0.2;Negativno;Ne
18412;1.0;-49.1;11.88;0.26;Negativno;Ne
18413;5.3;-61.0;8.66;1.66;Negativno;Ne
18414;31.7;-71.3;5.54;1.41;Negativno;Ne
18415;1.7;-50.5;4.74;0.26;Negativno;Ne
18416;1.1;-74.6;7.32;0.41;Negativno;Ne
18417;2.3;-46.7;11.84;0.85;Negativno;Ne
18418;20.3;-45.4;8.08;1.16;Negativno;Ne
18419;5.6;-44.7;5.34;0.03;Negativno;Ne
18420;13.8;-65.2;6.34;0.77;Negativno;Ne
18421;1.8;-37.8;9.03;0.53;Negativno;Ne
18422;0.6;-45.0;7.17;0.87;Negativno;Ne
18423;1.2;-58.4;8.99;0.1;Negativno;Ne
18424;4.5;-54.5;12.23;0.48;Negativno;Ne
18425;5.1;-51.6;5.54;0.03;Negativno;Ne
18426;6.9;-52.4;9.1;0.67;Negativno;Ne
18427;4.4;-59.5;7.01;0.09;Negativno;Ne
18428;19.3;-65.9;7.75;0.25;Negativno;Ne
18429;3.4;-51.3;8.63;0.99;Negativno;Ne
18430;6.8;-62.4;10.83;0.2;Negativno;Ne
18431;3.5;-54.5;6.04;2.26;Negativno;Ne
18432;19.9;-43.2;3.57;0.71;Negativno;Ne
18433;6.0;-65.4;8.94;1.38;Negativno;Ne
18434;18.4;-28.2;5.22;0.05;Negativno;Ne
18435;4.4;-55.1;8.46;0.3;Negativno;Ne
18436;28.8;-50.7;6.25;0.09;Negativno;Ne
18437;7.5;-58.5;6.84;1.26;Negativno;Ne
18438;6.2;-70.2;7.2;1.83;Negativno;Ne
18439;0.3;-78.7;7.32;0.0;Negativno;Ne
18440;8.9;-62.8;5.99;0.45;Negativno;Ne
18441;2.2;-46.2;8.88;0.17;Negativno;Ne
18442;1.9;-52.1;6.53;0.18;Negativno;Ne
18443;4.4;-50.0;1.08;1.21;Negativno;Ne
18444;1.3;-66.8;7.82;0.41;Negativno;Ne
18445;2.6;-61.3;5.88;0.31;Negativno;Ne
18446;10.6;-77.1;9.53;0.47;Negativno;Ne
18447;7.2;-67.7;6.2;0.37;Negativno;Ne
